<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
AUDUSD,20080214,0.8965,0.9063,0.8963,0.9016
AUDUSD,20080215,0.9015,0.9095,0.9003,0.9081
AUDUSD,20080217,0.9081,0.9085,0.9074,0.9075
AUDUSD,20080218,0.9075,0.9154,0.9068,0.9146
AUDUSD,20080219,0.9149,0.9235,0.9147,0.9204
AUDUSD,20080220,0.9205,0.9210,0.9111,0.9191
AUDUSD,20080221,0.9194,0.9205,0.9165,0.9198
AUDUSD,20080222,0.9201,0.9248,0.9170,0.9231
AUDUSD,20080224,0.9237,0.9237,0.9228,0.9230
AUDUSD,20080225,0.9230,0.9276,0.9214,0.9275
AUDUSD,20080226,0.9275,0.9347,0.9252,0.9339
AUDUSD,20080227,0.9340,0.9430,0.9318,0.9405
AUDUSD,20080228,0.9405,0.9494,0.9366,0.9477
AUDUSD,20080229,0.9476,0.9484,0.9309,0.9313
AUDUSD,20080302,0.9329,0.9329,0.9276,0.9298
AUDUSD,20080303,0.9298,0.9419,0.9286,0.9400
AUDUSD,20080304,0.9397,0.9399,0.9217,0.9249
AUDUSD,20080305,0.9250,0.9360,0.9227,0.9341
AUDUSD,20080306,0.9343,0.9382,0.9245,0.9265
AUDUSD,20080307,0.9265,0.9373,0.9259,0.9275
AUDUSD,20080309,0.9260,0.9275,0.9260,0.9269
AUDUSD,20080310,0.9270,0.9310,0.9156,0.9179
AUDUSD,20080311,0.9177,0.9309,0.9147,0.9295
AUDUSD,20080312,0.9292,0.9365,0.9274,0.9345
AUDUSD,20080313,0.9346,0.9469,0.9328,0.9456
AUDUSD,20080314,0.9447,0.9461,0.9351,0.9370
AUDUSD,20080316,0.9362,0.9403,0.9354,0.9400
AUDUSD,20080317,0.9410,0.9445,0.9127,0.9210
AUDUSD,20080318,0.9214,0.9324,0.9166,0.9300
AUDUSD,20080319,0.9299,0.9351,0.9114,0.9135
AUDUSD,20080320,0.9137,0.9165,0.8952,0.8994
AUDUSD,20080321,0.8996,0.9030,0.8988,0.9019
AUDUSD,20080323,0.9006,0.9006,0.8990,0.8992
AUDUSD,20080324,0.8993,0.9095,0.8977,0.9089
AUDUSD,20080325,0.9084,0.9176,0.9082,0.9167
AUDUSD,20080326,0.9162,0.9239,0.9120,0.9195
AUDUSD,20080327,0.9198,0.9250,0.9166,0.9198
AUDUSD,20080328,0.9199,0.9241,0.9150,0.9171
AUDUSD,20080330,0.9161,0.9170,0.9151,0.9164
AUDUSD,20080331,0.9163,0.9180,0.9102,0.9135
AUDUSD,20080401,0.9134,0.9146,0.9029,0.9072
AUDUSD,20080402,0.9071,0.9155,0.9054,0.9137
AUDUSD,20080403,0.9139,0.9174,0.9090,0.9146
AUDUSD,20080404,0.9148,0.9226,0.9099,0.9215
AUDUSD,20080406,0.9218,0.9219,0.9209,0.9210
AUDUSD,20080407,0.9209,0.9282,0.9176,0.9248
AUDUSD,20080408,0.9247,0.9319,0.9240,0.9309
AUDUSD,20080409,0.9309,0.9319,0.9260,0.9291
AUDUSD,20080410,0.9293,0.9343,0.9289,0.9313
AUDUSD,20080411,0.9314,0.9338,0.9271,0.9289
AUDUSD,20080413,0.9263,0.9264,0.9249,0.9255
AUDUSD,20080414,0.9254,0.9271,0.9204,0.9269
AUDUSD,20080415,0.9268,0.9305,0.9231,0.9262
AUDUSD,20080416,0.9262,0.9399,0.9248,0.9391
AUDUSD,20080417,0.9390,0.9392,0.9336,0.9355
AUDUSD,20080418,0.9357,0.9392,0.9270,0.9341
AUDUSD,20080420,0.9322,0.9333,0.9320,0.9330
AUDUSD,20080421,0.9330,0.9441,0.9327,0.9422
AUDUSD,20080422,0.9421,0.9471,0.9390,0.9447
AUDUSD,20080423,0.9450,0.9539,0.9448,0.9472
AUDUSD,20080424,0.9472,0.9481,0.9373,0.9390
AUDUSD,20080425,0.9387,0.9418,0.9290,0.9316
AUDUSD,20080427,0.9333,0.9339,0.9330,0.9339
AUDUSD,20080428,0.9340,0.9402,0.9333,0.9379
AUDUSD,20080429,0.9379,0.9391,0.9291,0.9324
AUDUSD,20080430,0.9325,0.9470,0.9309,0.9429
AUDUSD,20080501,0.9431,0.9441,0.9305,0.9322
AUDUSD,20080502,0.9322,0.9382,0.9273,0.9358
AUDUSD,20080504,0.9357,0.9358,0.9346,0.9346
AUDUSD,20080505,0.9346,0.9466,0.9340,0.9461
AUDUSD,20080506,0.9462,0.9504,0.9431,0.9494
AUDUSD,20080507,0.9496,0.9504,0.9406,0.9421
AUDUSD,20080508,0.9419,0.9454,0.9347,0.9431
AUDUSD,20080509,0.9432,0.9452,0.9381,0.9430
AUDUSD,20080511,0.9403,0.9419,0.9400,0.9415
AUDUSD,20080512,0.9410,0.9477,0.9355,0.9467
AUDUSD,20080513,0.9467,0.9475,0.9384,0.9398
AUDUSD,20080514,0.9397,0.9424,0.9302,0.9331
AUDUSD,20080515,0.9331,0.9418,0.9289,0.9400
AUDUSD,20080516,0.9399,0.9556,0.9390,0.9544
AUDUSD,20080518,0.9564,0.9568,0.9556,0.9557
AUDUSD,20080519,0.9559,0.9560,0.9509,0.9527
AUDUSD,20080520,0.9529,0.9615,0.9516,0.9580
AUDUSD,20080521,0.9581,0.9651,0.9556,0.9630
AUDUSD,20080522,0.9626,0.9647,0.9542,0.9562
AUDUSD,20080523,0.9563,0.9634,0.9552,0.9599
AUDUSD,20080525,0.9592,0.9598,0.9586,0.9594
AUDUSD,20080526,0.9593,0.9615,0.9580,0.9600
AUDUSD,20080527,0.9600,0.9633,0.9579,0.9585
AUDUSD,20080528,0.9586,0.9627,0.9560,0.9621
AUDUSD,20080529,0.9616,0.9635,0.9535,0.9550
AUDUSD,20080530,0.9553,0.9576,0.9511,0.9555
AUDUSD,20080601,0.9544,0.9547,0.9543,0.9546
AUDUSD,20080602,0.9546,0.9565,0.9500,0.9552
AUDUSD,20080603,0.9552,0.9610,0.9506,0.9509
AUDUSD,20080604,0.9509,0.9626,0.9486,0.9561
AUDUSD,20080605,0.9560,0.9590,0.9510,0.9574
AUDUSD,20080606,0.9575,0.9640,0.9563,0.9624
AUDUSD,20080608,0.9612,0.9620,0.9611,0.9619
AUDUSD,20080609,0.9617,0.9645,0.9480,0.9487
AUDUSD,20080610,0.9487,0.9523,0.9439,0.9457
AUDUSD,20080611,0.9456,0.9490,0.9433,0.9477
AUDUSD,20080612,0.9477,0.9486,0.9326,0.9355
AUDUSD,20080613,0.9358,0.9408,0.9333,0.9385
AUDUSD,20080615,0.9390,0.9401,0.9390,0.9393
AUDUSD,20080616,0.9394,0.9422,0.9369,0.9399
AUDUSD,20080617,0.9400,0.9451,0.9387,0.9434
AUDUSD,20080618,0.9436,0.9471,0.9401,0.9459
AUDUSD,20080619,0.9458,0.9517,0.9446,0.9498
AUDUSD,20080620,0.9497,0.9564,0.9489,0.9538
AUDUSD,20080622,0.9537,0.9538,0.9528,0.9529
AUDUSD,20080623,0.9532,0.9558,0.9492,0.9515
AUDUSD,20080624,0.9513,0.9584,0.9498,0.9562
AUDUSD,20080625,0.9562,0.9599,0.9531,0.9583
AUDUSD,20080626,0.9586,0.9607,0.9548,0.9548
AUDUSD,20080627,0.9547,0.9631,0.9540,0.9602
AUDUSD,20080629,0.9605,0.9610,0.9605,0.9607
AUDUSD,20080630,0.9604,0.9665,0.9551,0.9580
AUDUSD,20080701,0.9580,0.9592,0.9511,0.9550
AUDUSD,20080702,0.9550,0.9648,0.9532,0.9621
AUDUSD,20080703,0.9622,0.9630,0.9581,0.9596
AUDUSD,20080704,0.9594,0.9638,0.9589,0.9631
AUDUSD,20080706,0.9625,0.9629,0.9622,0.9624
AUDUSD,20080707,0.9624,0.9631,0.9515,0.9556
AUDUSD,20080708,0.9556,0.9562,0.9501,0.9530
AUDUSD,20080709,0.9530,0.9588,0.9474,0.9553
AUDUSD,20080710,0.9553,0.9636,0.9543,0.9611
AUDUSD,20080711,0.9613,0.9715,0.9595,0.9654
AUDUSD,20080713,0.9705,0.9708,0.9699,0.9706
AUDUSD,20080714,0.9698,0.9734,0.9662,0.9713
AUDUSD,20080715,0.9713,0.9847,0.9706,0.9783
AUDUSD,20080716,0.9784,0.9813,0.9727,0.9738
AUDUSD,20080717,0.9739,0.9789,0.9676,0.9731
AUDUSD,20080718,0.9728,0.9736,0.9700,0.9701
AUDUSD,20080720,0.9727,0.9727,0.9714,0.9719
AUDUSD,20080721,0.9716,0.9770,0.9704,0.9764
AUDUSD,20080722,0.9764,0.9790,0.9684,0.9716
AUDUSD,20080723,0.9713,0.9727,0.9599,0.9603
AUDUSD,20080724,0.9603,0.9634,0.9537,0.9582
AUDUSD,20080725,0.9582,0.9604,0.9543,0.9557
AUDUSD,20080727,0.9553,0.9555,0.9540,0.9541
AUDUSD,20080728,0.9542,0.9592,0.9526,0.9568
AUDUSD,20080729,0.9567,0.9583,0.9497,0.9520
AUDUSD,20080730,0.9521,0.9525,0.9410,0.9442
AUDUSD,20080731,0.9440,0.9473,0.9396,0.9411
AUDUSD,20080801,0.9411,0.9415,0.9286,0.9290
AUDUSD,20080803,0.9287,0.9299,0.9283,0.9298
AUDUSD,20080804,0.9299,0.9343,0.9284,0.9293
AUDUSD,20080805,0.9293,0.9296,0.9131,0.9155
AUDUSD,20080806,0.9155,0.9203,0.9063,0.9086
AUDUSD,20080807,0.9088,0.9127,0.9045,0.9048
AUDUSD,20080808,0.9045,0.9071,0.8865,0.8890
AUDUSD,20080810,0.8845,0.8877,0.8833,0.8859
AUDUSD,20080811,0.8862,0.8948,0.8793,0.8823
AUDUSD,20080812,0.8812,0.8844,0.8701,0.8707
AUDUSD,20080813,0.8710,0.8768,0.8590,0.8747
AUDUSD,20080814,0.8749,0.8793,0.8668,0.8697
AUDUSD,20080815,0.8697,0.8704,0.8608,0.8651
AUDUSD,20080817,0.8665,0.8667,0.8663,0.8664
AUDUSD,20080818,0.8665,0.8754,0.8651,0.8683
AUDUSD,20080819,0.8675,0.8732,0.8625,0.8719
AUDUSD,20080820,0.8715,0.8741,0.8672,0.8724
AUDUSD,20080821,0.8724,0.8810,0.8649,0.8792
AUDUSD,20080822,0.8793,0.8802,0.8648,0.8662
AUDUSD,20080824,0.8652,0.8675,0.8652,0.8672
AUDUSD,20080825,0.8672,0.8688,0.8613,0.8633
AUDUSD,20080826,0.8633,0.8644,0.8493,0.8541
AUDUSD,20080827,0.8541,0.8634,0.8529,0.8583
AUDUSD,20080828,0.8582,0.8691,0.8574,0.8619
AUDUSD,20080829,0.8615,0.8656,0.8554,0.8584
AUDUSD,20080831,0.8566,0.8571,0.8559,0.8564
AUDUSD,20080901,0.8563,0.8578,0.8480,0.8492
AUDUSD,20080902,0.8486,0.8530,0.8269,0.8369
AUDUSD,20080903,0.8366,0.8400,0.8232,0.8353
AUDUSD,20080904,0.8353,0.8391,0.8131,0.8154
AUDUSD,20080905,0.8151,0.8219,0.8028,0.8126
AUDUSD,20080907,0.8275,0.8339,0.8275,0.8322
AUDUSD,20080908,0.8328,0.8350,0.8074,0.8141
AUDUSD,20080909,0.8145,0.8174,0.7980,0.7984
AUDUSD,20080910,0.7988,0.8125,0.7943,0.7956
AUDUSD,20080911,0.7966,0.8095,0.7898,0.8071
AUDUSD,20080912,0.8066,0.8232,0.8007,0.8225
AUDUSD,20080914,0.8205,0.8206,0.8181,0.8189
AUDUSD,20080915,0.8188,0.8259,0.8010,0.8052
AUDUSD,20080916,0.8049,0.8049,0.7851,0.7943
AUDUSD,20080917,0.7944,0.8073,0.7799,0.7854
AUDUSD,20080918,0.7871,0.8094,0.7864,0.8034
AUDUSD,20080919,0.8034,0.8356,0.8009,0.8353
AUDUSD,20080921,0.8366,0.8400,0.8366,0.8377
AUDUSD,20080922,0.8365,0.8517,0.8282,0.8433
AUDUSD,20080923,0.8434,0.8467,0.8278,0.8330
AUDUSD,20080924,0.8346,0.8422,0.8314,0.8332
AUDUSD,20080925,0.8327,0.8422,0.8317,0.8342
AUDUSD,20080926,0.8342,0.8376,0.8239,0.8304
AUDUSD,20080928,0.8278,0.8282,0.8270,0.8273
AUDUSD,20080929,0.8272,0.8327,0.7993,0.7997
AUDUSD,20080930,0.7994,0.8094,0.7865,0.7942
AUDUSD,20081001,0.7942,0.8017,0.7856,0.7894
AUDUSD,20081002,0.7896,0.7941,0.7698,0.7724
AUDUSD,20081003,0.7727,0.7815,0.7711,0.7734
AUDUSD,20081005,0.7715,0.7735,0.7710,0.7716
AUDUSD,20081006,0.7714,0.7718,0.6993,0.7100
AUDUSD,20081007,0.7110,0.7353,0.7025,0.7126
AUDUSD,20081008,0.7107,0.7146,0.6450,0.6716
AUDUSD,20081009,0.6726,0.7131,0.6646,0.6874
AUDUSD,20081010,0.6863,0.6875,0.6329,0.6468
AUDUSD,20081012,0.6721,0.6764,0.6715,0.6764
AUDUSD,20081013,0.6788,0.6998,0.6544,0.6973
AUDUSD,20081014,0.6976,0.7236,0.6935,0.7000
AUDUSD,20081015,0.7005,0.7073,0.6495,0.6537
AUDUSD,20081016,0.6540,0.6941,0.6518,0.6888
AUDUSD,20081017,0.6890,0.7007,0.6730,0.6885
AUDUSD,20081019,0.6954,0.6955,0.6893,0.6910
AUDUSD,20081020,0.6916,0.7061,0.6885,0.7025
AUDUSD,20081021,0.7031,0.7031,0.6705,0.6753
AUDUSD,20081022,0.6763,0.6823,0.6629,0.6711
AUDUSD,20081023,0.6710,0.6749,0.6526,0.6741
AUDUSD,20081024,0.6738,0.6741,0.6055,0.6199
AUDUSD,20081026,0.6130,0.6181,0.6122,0.6169
AUDUSD,20081027,0.6158,0.6243,0.6008,0.6037
AUDUSD,20081028,0.6029,0.6520,0.6020,0.6497
AUDUSD,20081029,0.6489,0.6795,0.6338,0.6705
AUDUSD,20081030,0.6690,0.6889,0.6617,0.6739
AUDUSD,20081031,0.6742,0.6752,0.6550,0.6673
AUDUSD,20081102,0.6677,0.6693,0.6676,0.6693
AUDUSD,20081103,0.6708,0.6861,0.6643,0.6743
AUDUSD,20081104,0.6754,0.7012,0.6602,0.6968
AUDUSD,20081105,0.6968,0.7009,0.6765,0.6767
AUDUSD,20081106,0.6769,0.6899,0.6631,0.6639
AUDUSD,20081107,0.6637,0.6785,0.6545,0.6761
AUDUSD,20081109,0.6853,0.6884,0.6828,0.6882
AUDUSD,20081110,0.6888,0.6980,0.6650,0.6719
AUDUSD,20081111,0.6718,0.6754,0.6475,0.6556
AUDUSD,20081112,0.6553,0.6660,0.6348,0.6373
AUDUSD,20081113,0.6372,0.6681,0.6339,0.6639
AUDUSD,20081114,0.6648,0.6693,0.6508,0.6538
AUDUSD,20081116,0.6360,0.6456,0.6360,0.6396
AUDUSD,20081117,0.6394,0.6593,0.6372,0.6462
AUDUSD,20081118,0.6464,0.6575,0.6411,0.6512
AUDUSD,20081119,0.6505,0.6593,0.6359,0.6375
AUDUSD,20081120,0.6366,0.6415,0.6074,0.6110
AUDUSD,20081121,0.6108,0.6301,0.6076,0.6298
AUDUSD,20081123,0.6329,0.6362,0.6326,0.6357
AUDUSD,20081124,0.6356,0.6552,0.6230,0.6546
AUDUSD,20081125,0.6543,0.6614,0.6332,0.6494
AUDUSD,20081126,0.6500,0.6550,0.6428,0.6494
AUDUSD,20081127,0.6489,0.6602,0.6479,0.6552
AUDUSD,20081128,0.6550,0.6594,0.6490,0.6548
AUDUSD,20081130,0.6529,0.6529,0.6507,0.6513
AUDUSD,20081201,0.6514,0.6536,0.6371,0.6391
AUDUSD,20081202,0.6379,0.6492,0.6333,0.6441
AUDUSD,20081203,0.6437,0.6511,0.6394,0.6500
AUDUSD,20081204,0.6499,0.6534,0.6393,0.6428
AUDUSD,20081205,0.6428,0.6485,0.6290,0.6478
AUDUSD,20081207,0.6484,0.6484,0.6466,0.6466
AUDUSD,20081208,0.6465,0.6689,0.6464,0.6645
AUDUSD,20081209,0.6647,0.6648,0.6493,0.6579
AUDUSD,20081210,0.6572,0.6639,0.6519,0.6557
AUDUSD,20081211,0.6559,0.6798,0.6543,0.6705
AUDUSD,20081212,0.6708,0.6731,0.6489,0.6607
AUDUSD,20081214,0.6631,0.6631,0.6610,0.6616
AUDUSD,20081215,0.6622,0.6743,0.6622,0.6702
AUDUSD,20081216,0.6694,0.6983,0.6663,0.6923
AUDUSD,20081217,0.6927,0.7073,0.6860,0.7051
AUDUSD,20081218,0.7056,0.7134,0.6762,0.6864
AUDUSD,20081219,0.6866,0.6925,0.6766,0.6823
AUDUSD,20081221,0.6833,0.6834,0.6801,0.6804
AUDUSD,20081222,0.6810,0.6891,0.6799,0.6829
AUDUSD,20081223,0.6835,0.6849,0.6770,0.6783
AUDUSD,20081224,0.6779,0.6837,0.6759,0.6821
AUDUSD,20081226,0.6814,0.6872,0.6793,0.6859
AUDUSD,20081228,0.6860,0.6861,0.6834,0.6840
AUDUSD,20081229,0.6846,0.6966,0.6839,0.6865
AUDUSD,20081230,0.6861,0.6938,0.6856,0.6909
AUDUSD,20081231,0.6912,0.7115,0.6849,0.7026
AUDJPY,20080101,97.7800,98.1800,97.7200,98.0500
AUDJPY,20080102,98.0200,98.8600,96.1800,97.0000
AUDJPY,20080103,97.0100,97.0500,95.1200,96.3700
AUDJPY,20080104,96.3700,96.6200,94.3800,94.3900
AUDJPY,20080106,94.5700,94.7300,94.5600,94.6700
AUDJPY,20080107,94.6800,95.9400,94.4400,95.3100
AUDJPY,20080108,95.3100,96.9300,94.9900,95.8100
AUDJPY,20080109,95.8000,97.2500,95.6600,97.2500
AUDJPY,20080110,97.2100,98.3500,96.6100,97.9100
AUDJPY,20080111,97.9000,98.2700,96.7800,97.0800
AUDJPY,20080113,96.5700,96.9800,96.5700,96.9600
AUDJPY,20080114,96.9800,97.5600,96.5000,97.3000
AUDJPY,20080115,97.3100,97.3900,93.7300,94.1900
AUDJPY,20080116,94.2100,95.3900,92.6700,94.4900
AUDJPY,20080117,94.4100,95.3900,93.3200,93.5900
AUDJPY,20080118,93.5700,95.0100,92.7800,93.8300
AUDJPY,20080120,93.7800,94.1500,93.7600,94.0200
AUDJPY,20080121,94.0900,94.2400,90.6700,90.6900
AUDJPY,20080122,90.7500,93.2500,90.1100,92.8000
AUDJPY,20080123,92.8100,93.6300,90.4300,93.1000
AUDJPY,20080124,93.0600,94.6400,92.2500,94.4900
AUDJPY,20080125,94.5400,95.3900,93.6500,94.0100
AUDJPY,20080127,93.7400,94.0800,93.7300,93.9500
AUDJPY,20080128,93.9900,95.2200,93.0300,95.1600
AUDJPY,20080129,95.1400,95.2900,94.3500,95.0000
AUDJPY,20080130,95.0000,96.4800,94.3700,94.7100
AUDJPY,20080131,94.6500,95.8600,93.6700,95.2900
AUDJPY,20080201,95.3100,96.3700,95.0600,96.3700
AUDJPY,20080203,96.2100,96.3800,96.1500,96.2600
AUDJPY,20080204,96.2300,97.1900,96.1200,96.8500
AUDJPY,20080205,96.8500,97.4600,95.5000,95.6400
AUDJPY,20080206,95.7000,96.0000,94.6800,95.1800
AUDJPY,20080207,95.1100,96.5500,94.1600,96.0700
AUDJPY,20080208,96.0800,96.6200,95.6400,96.0800
AUDJPY,20080210,96.1400,96.4800,96.1100,96.4400
AUDJPY,20080211,96.4000,96.9600,95.9900,96.6200
AUDJPY,20080212,96.6100,97.4800,96.4600,96.9500
AUDJPY,20080213,97.0000,97.1700,96.0700,96.9700
AUDJPY,20080214,96.9300,98.1000,96.8600,97.2500
AUDJPY,20080215,97.2300,98.3200,96.9800,97.9200
AUDJPY,20080217,97.9400,97.9400,97.8300,97.8500
AUDJPY,20080218,97.8300,98.9800,97.7700,98.9000
AUDJPY,20080219,98.9400,99.5400,98.5900,99.2700
AUDJPY,20080220,99.2800,99.4400,98.2200,99.3200
AUDJPY,20080221,99.3400,99.5100,98.3900,98.6900
AUDJPY,20080222,98.7400,99.0800,98.0900,98.9700
AUDJPY,20080224,99.1400,99.1400,98.9100,99.0400
AUDJPY,20080225,99.0200,100.3000,98.9100,100.2800
AUDJPY,20080226,100.2500,100.4300,99.7400,100.2200
AUDJPY,20080227,100.2400,100.4000,99.5600,100.0800
AUDJPY,20080228,100.0700,100.4600,99.6500,99.8000
AUDJPY,20080229,99.7900,99.8100,96.6400,96.7500
AUDJPY,20080302,96.6400,96.6500,95.8100,96.0800
AUDJPY,20080303,95.9400,97.5500,95.5000,97.2300
AUDJPY,20080304,97.2200,97.3400,94.6700,95.6900
AUDJPY,20080305,95.7000,97.3000,95.5500,97.0600
AUDJPY,20080306,97.0900,97.2500,94.8100,95.0000
AUDJPY,20080307,95.0300,96.0500,94.6200,95.3900
AUDJPY,20080309,94.9200,94.9600,94.6400,94.6800
AUDJPY,20080310,94.7100,95.2400,93.1200,93.3900
AUDJPY,20080311,93.3800,96.2900,92.8000,96.1200
AUDJPY,20080312,96.0700,96.1200,94.2900,94.9400
AUDJPY,20080313,94.9100,95.6300,93.3200,95.2200
AUDJPY,20080314,95.1200,95.3600,92.7300,92.8300
AUDJPY,20080316,92.2000,92.8100,91.8400,92.7400
AUDJPY,20080317,92.9000,93.4800,88.1700,89.6900
AUDJPY,20080318,89.7300,93.5900,88.9000,93.1100
AUDJPY,20080319,93.0800,93.2700,89.8500,90.2200
AUDJPY,20080320,90.2400,90.9500,88.1800,89.1100
AUDJPY,20080321,89.1500,89.9900,89.1100,89.8100
AUDJPY,20080323,89.5000,89.5900,89.4700,89.4900
AUDJPY,20080324,89.5000,91.6000,89.5000,91.5300
AUDJPY,20080325,91.4900,92.0000,90.7500,91.6400
AUDJPY,20080326,91.6200,91.8000,90.7200,91.0400
AUDJPY,20080327,91.0700,92.4500,90.5300,91.5300
AUDJPY,20080328,91.5400,92.5400,90.8700,91.0300
AUDJPY,20080330,90.8000,90.8000,90.5600,90.6100
AUDJPY,20080331,90.6400,91.7000,90.4200,91.2800
AUDJPY,20080401,91.2400,92.4800,90.5300,92.3600
AUDJPY,20080402,92.2900,93.9400,92.1200,93.4700
AUDJPY,20080403,93.4900,94.3800,92.8600,93.5700
AUDJPY,20080404,93.5700,94.3100,93.1400,93.6100
AUDJPY,20080406,93.5700,93.7400,93.5400,93.7000
AUDJPY,20080407,93.6700,95.3200,93.5000,94.6800
AUDJPY,20080408,94.6600,95.6500,94.1900,95.4900
AUDJPY,20080409,95.4700,95.7700,94.3100,94.4900
AUDJPY,20080410,94.5500,95.0600,93.3300,94.7800
AUDJPY,20080411,94.8000,95.3700,93.5100,93.7000
AUDJPY,20080413,93.9500,93.9500,93.6700,93.7200
AUDJPY,20080414,93.7100,93.8500,92.7000,93.7000
AUDJPY,20080415,93.7200,94.4800,93.2400,94.3300
AUDJPY,20080416,94.3600,95.7300,93.9600,95.5900
AUDJPY,20080417,95.5800,96.2300,95.2900,95.9000
AUDJPY,20080418,95.9200,97.4000,95.8400,96.8900
AUDJPY,20080420,96.8400,96.9200,96.7900,96.8400
AUDJPY,20080421,96.8700,97.9500,96.8200,97.2900
AUDJPY,20080422,97.2700,97.6900,96.8300,97.1800
AUDJPY,20080423,97.2600,98.4100,97.2000,97.9700
AUDJPY,20080424,98.0000,98.3600,97.5800,97.9400
AUDJPY,20080425,97.9300,98.2400,97.0200,97.2600
AUDJPY,20080427,97.4900,97.5500,97.4500,97.5400
AUDJPY,20080428,97.5400,98.1900,97.4700,97.7400
AUDJPY,20080429,97.7400,97.8900,96.1400,97.0600
AUDJPY,20080430,97.0300,98.7500,96.7800,98.0600
AUDJPY,20080501,98.0200,98.0600,96.8000,97.3200
AUDJPY,20080502,97.3200,98.7700,97.1800,98.6200
AUDJPY,20080504,98.4400,98.4700,98.4000,98.4100
AUDJPY,20080505,98.4300,99.6700,98.3300,99.2800
AUDJPY,20080506,99.2900,99.6100,98.4600,99.4400
AUDJPY,20080507,99.4500,99.8200,98.4100,98.6100
AUDJPY,20080508,98.5900,98.7700,97.3200,97.8500
AUDJPY,20080509,97.9100,98.1600,96.2900,97.1000
AUDJPY,20080511,96.9000,97.0700,96.8400,96.9800
AUDJPY,20080512,96.9300,98.4200,96.3900,98.3100
AUDJPY,20080513,98.3000,98.7400,97.4400,98.4000
AUDJPY,20080514,98.3700,98.8300,97.8300,97.9500
AUDJPY,20080515,97.9900,98.6600,97.5800,98.4300
AUDJPY,20080516,98.4100,99.7600,98.3100,99.3600
AUDJPY,20080518,99.5000,99.5300,99.3500,99.3800
AUDJPY,20080519,99.3900,99.7700,99.0100,99.4000
AUDJPY,20080520,99.4300,100.0100,99.1300,99.2800
AUDJPY,20080521,99.2900,99.8000,98.8800,99.1700
AUDJPY,20080522,99.1500,99.7600,98.9000,99.5800
AUDJPY,20080523,99.5700,99.8800,99.0700,99.1800
AUDJPY,20080525,99.0600,99.1600,99.0100,99.1300
AUDJPY,20080526,99.1100,99.4400,98.9300,99.2500
AUDJPY,20080527,99.2600,100.2000,99.2300,99.9500
AUDJPY,20080528,99.9400,100.8300,99.5400,100.7100
AUDJPY,20080529,100.6200,101.0400,100.4300,100.8300
AUDJPY,20080530,100.8500,101.0200,100.4700,100.7300
AUDJPY,20080601,100.3300,100.6700,100.3300,100.5000
AUDJPY,20080602,100.5200,100.7200,99.2600,99.7500
AUDJPY,20080603,99.7600,100.5100,99.2700,100.0000
AUDJPY,20080604,99.9900,101.1300,99.6100,100.6600
AUDJPY,20080605,100.6300,101.6000,100.5500,101.4500
